APC,Provider State,Outpatient Services,Average Estimated Submitted Charges,Average Total Payments
0269 - Level II Echocardiogram Without Contrast,AL,26831,1647.203967,361.4052525
0269 - Level II Echocardiogram Without Contrast,AR,15651,1887.100424,367.4658929
0269 - Level II Echocardiogram Without Contrast,AZ,18022,2184.446897,410.5589335
0269 - Level II Echocardiogram Without Contrast,CA,85848,2995.335096,477.6844744
0269 - Level II Echocardiogram Without Contrast,CO,16738,2305.073351,403.6398715
0269 - Level II Echocardiogram Without Contrast,CT,18290,1817.52079,464.8983838
0269 - Level II Echocardiogram Without Contrast,DC,3586,1360.138146,411.9901645
0269 - Level II Echocardiogram Without Contrast,DE,6929,1757.332768,413.2158262
0269 - Level II Echocardiogram Without Contrast,FL,68438,2288.504625,382.899694
0269 - Level II Echocardiogram Without Contrast,GA,47666,1643.339893,380.2929182
0269 - Level II Echocardiogram Without Contrast,HI,4083,1450.803223,432.8093828
0269 - Level II Echocardiogram Without Contrast,IA,14293,1474.785239,385.0937956
0269 - Level II Echocardiogram Without Contrast,ID,6100,1359.210415,383.7258049
0269 - Level II Echocardiogram Without Contrast,IL,82984,2153.265913,401.2101154
0269 - Level II Echocardiogram Without Contrast,IN,40919,1687.930434,383.9837388
0269 - Level II Echocardiogram Without Contrast,KS,17230,1781.266131,377.6992577
0269 - Level II Echocardiogram Without Contrast,KY,38068,1930.413446,368.8868774
0269 - Level II Echocardiogram Without Contrast,LA,13519,1724.023997,363.4788742
0269 - Level II Echocardiogram Without Contrast,MA,39776,1358.328035,443.8566538
0269 - Level II Echocardiogram Without Contrast,ME,9743,1268.329293,390.0046649
0269 - Level II Echocardiogram Without Contrast,MI,61363,1197.122151,403.1026198
0269 - Level II Echocardiogram Without Contrast,MN,28408,1516.698642,421.3128084
0269 - Level II Echocardiogram Without Contrast,MO,40007,1952.283469,373.881685
0269 - Level II Echocardiogram Without Contrast,MS,17883,1891.557191,361.1579304
0269 - Level II Echocardiogram Without Contrast,MT,7007,1335.169256,405.147738
0269 - Level II Echocardiogram Without Contrast,NC,48753,1561.068669,378.3627141
0269 - Level II Echocardiogram Without Contrast,ND,6629,999.6414557,405.0085986
0269 - Level II Echocardiogram Without Contrast,NE,15127,1623.295889,386.9037985
0269 - Level II Echocardiogram Without Contrast,NH,13415,1761.548385,429.9258681
0269 - Level II Echocardiogram Without Contrast,NJ,31684,2433.671939,447.3928854
0269 - Level II Echocardiogram Without Contrast,NM,5634,1844.548852,395.0318051
0269 - Level II Echocardiogram Without Contrast,NV,9951,2849.937533,416.5911476
0269 - Level II Echocardiogram Without Contrast,NY,43451,1566.327158,426.2966376
0269 - Level II Echocardiogram Without Contrast,OH,68355,2134.433318,381.5653404
0269 - Level II Echocardiogram Without Contrast,OK,28550,1541.451017,372.5285842
0269 - Level II Echocardiogram Without Contrast,OR,15374,1470.191981,420.4575198
0269 - Level II Echocardiogram Without Contrast,PA,66961,2254.29448,389.2181957
0269 - Level II Echocardiogram Without Contrast,RI,2879,1639.61082,432.6402605
0269 - Level II Echocardiogram Without Contrast,SC,22883,1762.312643,376.7418962
0269 - Level II Echocardiogram Without Contrast,SD,4125,1521.506286,411.2246473
0269 - Level II Echocardiogram Without Contrast,TN,46224,1806.40564,366.6810425
0269 - Level II Echocardiogram Without Contrast,TX,82279,2364.565733,379.0580566
0269 - Level II Echocardiogram Without Contrast,UT,9771,1177.067449,378.0162655
0269 - Level II Echocardiogram Without Contrast,VA,35140,1915.032736,379.5025706
0269 - Level II Echocardiogram Without Contrast,VT,3592,1616.378271,425.845412
0269 - Level II Echocardiogram Without Contrast,WA,21038,2036.035097,426.4721761
0269 - Level II Echocardiogram Without Contrast,WI,28767,1843.559735,401.2447242
0269 - Level II Echocardiogram Without Contrast,WV,9106,1263.874949,355.8177389
0269 - Level II Echocardiogram Without Contrast,WY,1487,1563.057485,416.1378346
0270 - Level III Echocardiogram Without Contrast,AK,40,3489.57325,636.56275
0270 - Level III Echocardiogram Without Contrast,AL,871,2549.892021,509.3784271
0270 - Level III Echocardiogram Without Contrast,AR,1028,1454.315243,515.8031615
0270 - Level III Echocardiogram Without Contrast,AZ,1672,3108.165897,557.7329067
0270 - Level III Echocardiogram Without Contrast,CA,4155,4371.298349,664.0365584
0270 - Level III Echocardiogram Without Contrast,CO,1431,2240.156897,560.3244934
0270 - Level III Echocardiogram Without Contrast,CT,696,3149.830862,651.0466667
0270 - Level III Echocardiogram Without Contrast,DC,99,2878.638081,576.5956566
0270 - Level III Echocardiogram Without Contrast,DE,305,2014.016623,571.548459
0270 - Level III Echocardiogram Without Contrast,FL,4537,3556.850289,535.7408309
0270 - Level III Echocardiogram Without Contrast,GA,2004,2534.396826,533.553982
0270 - Level III Echocardiogram Without Contrast,HI,62,2143.10129,600.2204839
0270 - Level III Echocardiogram Without Contrast,IA,466,2405.977747,535.5749142
0270 - Level III Echocardiogram Without Contrast,ID,168,1474.359107,532.5678571
0270 - Level III Echocardiogram Without Contrast,IL,5124,2902.586391,564.3442467
0270 - Level III Echocardiogram Without Contrast,IN,1787,3021.352524,537.8343593
0270 - Level III Echocardiogram Without Contrast,KS,601,2686.682097,525.4669218
0270 - Level III Echocardiogram Without Contrast,KY,1317,2252.307373,516.8334776
0270 - Level III Echocardiogram Without Contrast,LA,573,2433.349581,511.3131239
0270 - Level III Echocardiogram Without Contrast,MA,1073,2198.489963,625.6920317
0270 - Level III Echocardiogram Without Contrast,ME,534,1966.807097,546.2228464
0270 - Level III Echocardiogram Without Contrast,MI,4182,1743.031258,566.9762434
0270 - Level III Echocardiogram Without Contrast,MN,2965,2743.583059,576.7721113
0270 - Level III Echocardiogram Without Contrast,MO,2770,2713.349303,518.891
0270 - Level III Echocardiogram Without Contrast,MS,547,2632.184589,510.1615539
0270 - Level III Echocardiogram Without Contrast,MT,748,1214.052834,585.9356551
0270 - Level III Echocardiogram Without Contrast,NC,2656,1976.37573,534.4629029
0270 - Level III Echocardiogram Without Contrast,ND,228,1501.784693,562.5919298
0270 - Level III Echocardiogram Without Contrast,NE,686,2175.262172,535.1666472
0270 - Level III Echocardiogram Without Contrast,NH,695,1883.728691,594.0226763
0270 - Level III Echocardiogram Without Contrast,NJ,1805,3794.396194,623.0023657
0270 - Level III Echocardiogram Without Contrast,NM,108,2107.346019,554.7128704
0270 - Level III Echocardiogram Without Contrast,NV,297,4047.290606,597.7500337
0270 - Level III Echocardiogram Without Contrast,NY,2763,2737.476938,604.4774122
0270 - Level III Echocardiogram Without Contrast,OH,2410,2850.778071,534.9945685
0270 - Level III Echocardiogram Without Contrast,OK,633,2317.749889,518.1228752
0270 - Level III Echocardiogram Without Contrast,OR,534,2219.530506,569.4591011
0270 - Level III Echocardiogram Without Contrast,PA,3530,3118.338895,549.0160227
0270 - Level III Echocardiogram Without Contrast,RI,117,2595.446923,615.3525641
0270 - Level III Echocardiogram Without Contrast,SC,742,2074.593288,529.4514151
0270 - Level III Echocardiogram Without Contrast,SD,91,3104.365714,557.4407692
0270 - Level III Echocardiogram Without Contrast,TN,1983,2336.762441,518.533172
0270 - Level III Echocardiogram Without Contrast,TX,3260,3474.080015,532.6407147
0270 - Level III Echocardiogram Without Contrast,UT,879,1551.584039,527.4699659
0270 - Level III Echocardiogram Without Contrast,VA,1079,3717.226932,537.4391566
0270 - Level III Echocardiogram Without Contrast,VT,374,2140.886096,606.3604545
0270 - Level III Echocardiogram Without Contrast,WA,1311,2261.89627,592.3514798
0270 - Level III Echocardiogram Without Contrast,WI,2032,3035.489178,561.3730069
0270 - Level III Echocardiogram Without Contrast,WV,142,1904.618944,493.6571831
0270 - Level III Echocardiogram Without Contrast,WY,114,2780.120789,563.642193
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,AK,1566,2139.998289,406.3145083
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,AL,31403,2711.182756,312.8948292
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,AR,22294,2104.335317,320.7304163
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,AZ,11928,2793.119422,381.2763816
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,CA,70435,3504.485017,419.4939039
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,CO,16424,2828.767758,354.5151553
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,CT,13966,2331.583606,398.4998725
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,DC,3949,2102.582593,358.8054748
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,DE,5427,1487.864196,356.2833499
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,FL,59574,3197.94424,336.2213944
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,GA,33575,2578.821613,335.4262544
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,HI,3137,1682.817144,401.2936627
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,IA,10478,2366.258137,325.5147089
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,ID,5038,1439.932791,337.9955379
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,IL,58884,2941.161554,348.5799088
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,IN,33736,2490.75561,331.447184
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,KS,13588,2154.939551,327.3928062
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,KY,29428,2429.921961,318.0466997
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,LA,15803,2433.829096,312.8765475
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MA,33303,2181.672031,388.4085416
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,ME,8375,1508.058703,340.7931845
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MI,51578,1969.370836,345.2921532
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MN,16440,1979.202443,391.8944197
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MO,34648,2338.971637,325.3445082
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MS,18638,2685.234447,315.0847505
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,MT,4006,1342.016455,352.6579755
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NC,49825,2366.154037,329.6916295
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,ND,3982,1712.486951,352.3532396
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NE,7520,2621.988628,340.0684322
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NH,7596,2705.538082,377.8032622
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NJ,21602,2924.906017,397.5513212
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NM,5816,2514.232287,342.044632
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NV,5682,2718.619914,384.7914608
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,NY,34435,2424.185671,374.845851
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,OH,55942,2420.422494,331.3616578
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,OK,22231,2281.078181,318.3306455
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,OR,7738,1762.381295,374.946375
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,PA,55379,2715.28023,340.9965653
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,RI,2857,2318.403665,388.840889
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,SC,22828,2648.722346,324.8369301
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,SD,5414,2106.995454,355.2393535
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,TN,37001,2664.975416,317.5494622
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,TX,86770,2957.556973,335.8644547
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,UT,9314,1778.726253,327.6408342
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,VA,39692,2731.921435,330.0286839
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,VT,3542,2193.164368,360.2759599
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,WA,16306,2513.987323,384.7843965
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,WI,20979,2726.730716,346.8247419
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,WV,13874,1925.816672,306.5474304
0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,WY,1136,1796.608433,368.8166109
0368 - Level II Pulmonary Tests,AK,728,285.0933791,67.91923077
0368 - Level II Pulmonary Tests,AL,8577,328.6485997,53.23237262
0368 - Level II Pulmonary Tests,AR,6422,221.6952663,54.22394581
0368 - Level II Pulmonary Tests,AZ,6923,371.1707497,61.50888777
0368 - Level II Pulmonary Tests,CA,42629,507.9504968,71.87970818
0368 - Level II Pulmonary Tests,CO,7450,347.7127141,60.81716107
0368 - Level II Pulmonary Tests,CT,9966,362.7865774,68.95872165
0368 - Level II Pulmonary Tests,DC,888,315.3089977,61.32583333
0368 - Level II Pulmonary Tests,DE,2194,216.1027575,60.97334549
0368 - Level II Pulmonary Tests,FL,26515,348.0632246,56.98719178
0368 - Level II Pulmonary Tests,GA,10002,312.42518,57.02739252
0368 - Level II Pulmonary Tests,HI,1225,265.725551,63.71168163
0368 - Level II Pulmonary Tests,IA,9835,194.697091,56.4106426
0368 - Level II Pulmonary Tests,ID,4858,143.0477563,56.9961445
0368 - Level II Pulmonary Tests,IL,38069,299.2517279,59.22038168
0368 - Level II Pulmonary Tests,IN,18327,265.86119,57.14664157
0368 - Level II Pulmonary Tests,KS,8268,302.3995477,56.00942912
0368 - Level II Pulmonary Tests,KY,10666,258.1627367,54.71308457
0368 - Level II Pulmonary Tests,LA,13625,300.4411317,54.00561394
0368 - Level II Pulmonary Tests,MA,31688,388.1009695,66.11140589
0368 - Level II Pulmonary Tests,ME,10431,153.8791679,57.94854281
0368 - Level II Pulmonary Tests,MI,27463,191.2219994,59.73256491
0368 - Level II Pulmonary Tests,MN,15736,227.5533357,62.43406266
0368 - Level II Pulmonary Tests,MO,20612,249.0663186,55.59059043
0368 - Level II Pulmonary Tests,MS,4595,305.1014951,53.12472252
0368 - Level II Pulmonary Tests,MT,3978,162.557451,59.81790096
0368 - Level II Pulmonary Tests,NC,25763,251.3301782,56.44922525
0368 - Level II Pulmonary Tests,ND,3508,143.0585861,59.8906984
0368 - Level II Pulmonary Tests,NE,4116,329.0088071,57.37894315
0368 - Level II Pulmonary Tests,NH,5904,231.0746816,63.5052456
0368 - Level II Pulmonary Tests,NJ,14708,724.2098627,66.32078733
0368 - Level II Pulmonary Tests,NM,4184,193.4335253,58.62258365
0368 - Level II Pulmonary Tests,NV,1415,393.9518163,62.30866431
0368 - Level II Pulmonary Tests,NY,24625,255.5758924,61.7916536
0368 - Level II Pulmonary Tests,OH,41003,285.2317687,56.56706143
0368 - Level II Pulmonary Tests,OK,6791,272.2030688,55.23523929
0368 - Level II Pulmonary Tests,OR,4589,239.6379124,62.6834343
0368 - Level II Pulmonary Tests,PA,39577,446.6295758,58.15695025
0368 - Level II Pulmonary Tests,RI,2003,294.7377933,64.40335497
0368 - Level II Pulmonary Tests,SC,11284,274.3322492,55.39991492
0368 - Level II Pulmonary Tests,SD,2280,175.6351974,61.06885965
0368 - Level II Pulmonary Tests,TN,13021,297.7110675,54.60230243
0368 - Level II Pulmonary Tests,TX,29627,355.9969069,56.75301887
0368 - Level II Pulmonary Tests,UT,4243,132.6814659,56.03125383
0368 - Level II Pulmonary Tests,VA,21873,261.3555411,56.39013487
0368 - Level II Pulmonary Tests,VT,2369,282.9705572,63.71590967
0368 - Level II Pulmonary Tests,WA,12410,235.4856994,63.49848106
0368 - Level II Pulmonary Tests,WI,15906,256.5268018,59.51082673
0368 - Level II Pulmonary Tests,WV,5116,208.5935047,52.74456802
0368 - Level II Pulmonary Tests,WY,793,244.0906683,60.09168979
0369 - Level III Pulmonary Tests,AL,54,718.987963,183.5738889
0369 - Level III Pulmonary Tests,AR,32,560.899375,186.42375
0369 - Level III Pulmonary Tests,AZ,92,1275.384783,214.7468478
0369 - Level III Pulmonary Tests,CA,385,1466.191662,246.388026
0369 - Level III Pulmonary Tests,CO,47,1409.158511,209.8768085
0369 - Level III Pulmonary Tests,CT,149,1252.901477,239.5473154
0369 - Level III Pulmonary Tests,DC,47,1122.887234,214.61
0369 - Level III Pulmonary Tests,DE,82,973.3719512,212.9495122
0369 - Level III Pulmonary Tests,FL,182,1075.370769,194.6980769
0369 - Level III Pulmonary Tests,GA,242,742.5209091,199.8724793
0369 - Level III Pulmonary Tests,HI,15,593.6666667,216.0893333
0369 - Level III Pulmonary Tests,IA,188,1066.052181,195.032234
0369 - Level III Pulmonary Tests,ID,100,508.92,188.8958
0369 - Level III Pulmonary Tests,IL,501,1284.303693,206.2150299
0369 - Level III Pulmonary Tests,IN,155,1067.163097,197.6786452
0369 - Level III Pulmonary Tests,KS,26,989.7026923,194.9484615
0369 - Level III Pulmonary Tests,KY,123,1738.447642,186.5595935
0369 - Level III Pulmonary Tests,LA,90,895.8,182.6896667
0369 - Level III Pulmonary Tests,MA,1122,693.3529768,227.7558913
0369 - Level III Pulmonary Tests,ME,183,384.5166667,201.7773224
0369 - Level III Pulmonary Tests,MI,460,597.4384348,209.0562174
0369 - Level III Pulmonary Tests,MN,351,790.6392593,215.5660114
0369 - Level III Pulmonary Tests,MO,162,692.8995679,192.5195679
0369 - Level III Pulmonary Tests,MS,61,760.0655738,189.2265574
0369 - Level III Pulmonary Tests,MT,40,456.61875,221.15775
0369 - Level III Pulmonary Tests,NC,325,762.7108,197.3919692
0369 - Level III Pulmonary Tests,ND,62,368.6435484,211.8993548
0369 - Level III Pulmonary Tests,NH,143,724.9744755,221.3058741
0369 - Level III Pulmonary Tests,NJ,518,1593.42778,227.701834
0369 - Level III Pulmonary Tests,NY,331,671.1726888,239.7883988
0369 - Level III Pulmonary Tests,OH,604,1218.862517,200.465596
0369 - Level III Pulmonary Tests,OK,77,1181.520779,189.3779221
0369 - Level III Pulmonary Tests,OR,132,959.2855303,217.1656818
0369 - Level III Pulmonary Tests,PA,532,1140.119868,201.5362782
0369 - Level III Pulmonary Tests,RI,110,544.5040909,225.592
0369 - Level III Pulmonary Tests,SC,163,979.3920245,192.6991411
0369 - Level III Pulmonary Tests,SD,12,760.5266667,219.26
0369 - Level III Pulmonary Tests,TN,171,980.4181287,190.2475439
0369 - Level III Pulmonary Tests,TX,240,1339.123292,194.8805417
0369 - Level III Pulmonary Tests,UT,102,484.7226471,192.3080392
0369 - Level III Pulmonary Tests,VA,256,738.9131641,202.8827344
0369 - Level III Pulmonary Tests,VT,162,982.3916049,226.6775926
0369 - Level III Pulmonary Tests,WA,135,741.6319259,216.5468148
0369 - Level III Pulmonary Tests,WI,193,954.4973057,205.5041451
0369 - Level III Pulmonary Tests,WV,101,869.6984158,180.1905941
0377 - Level II Cardiac Imaging,AK,589,3128.150849,875.2427674
0377 - Level II Cardiac Imaging,AL,12068,4260.680742,677.7056563
0377 - Level II Cardiac Imaging,AR,7118,4517.022922,689.7505226
0377 - Level II Cardiac Imaging,AZ,6711,5564.909023,778.1726732
0377 - Level II Cardiac Imaging,CA,31163,6193.416595,890.1659757
0377 - Level II Cardiac Imaging,CO,7653,5115.646124,765.0384424
0377 - Level II Cardiac Imaging,CT,9924,4173.228391,874.7387636
0377 - Level II Cardiac Imaging,DC,1043,3431.170345,777.4120518
0377 - Level II Cardiac Imaging,DE,3187,2317.439445,778.7375996
0377 - Level II Cardiac Imaging,FL,29828,5948.735286,716.2508613
0377 - Level II Cardiac Imaging,GA,24685,4868.794612,713.5615584
0377 - Level II Cardiac Imaging,HI,2093,3352.23054,819.7744243
0377 - Level II Cardiac Imaging,IA,6225,3526.089589,724.3787406
0377 - Level II Cardiac Imaging,ID,2793,2771.014436,723.378217
0377 - Level II Cardiac Imaging,IL,46542,4823.456636,753.3015326
0377 - Level II Cardiac Imaging,IN,22690,4543.330145,723.3263909
0377 - Level II Cardiac Imaging,KS,10635,4029.927649,711.0225049
0377 - Level II Cardiac Imaging,KY,21794,4254.884209,693.0833014
0377 - Level II Cardiac Imaging,LA,6030,4041.754939,679.7821526
0377 - Level II Cardiac Imaging,MA,16194,3298.583423,834.1797493
0377 - Level II Cardiac Imaging,ME,3514,2614.597991,726.2441633
0377 - Level II Cardiac Imaging,MI,34264,3065.034034,757.2895304
0377 - Level II Cardiac Imaging,MN,14197,3748.361833,793.1835345
0377 - Level II Cardiac Imaging,MO,23152,3943.574374,702.9896907
0377 - Level II Cardiac Imaging,MS,8458,4412.078678,680.4897907
0377 - Level II Cardiac Imaging,MT,2562,3125.18224,754.45484
0377 - Level II Cardiac Imaging,NC,20782,3988.096717,712.6474271
0377 - Level II Cardiac Imaging,ND,3393,2667.092582,762.0753375
0377 - Level II Cardiac Imaging,NE,6191,4662.226156,731.0305136
0377 - Level II Cardiac Imaging,NH,3744,4483.464551,805.6356437
0377 - Level II Cardiac Imaging,NJ,16250,6047.438402,845.6620714
0377 - Level II Cardiac Imaging,NM,3229,4012.235221,744.3004893
0377 - Level II Cardiac Imaging,NV,4434,7528.340814,789.0371989
0377 - Level II Cardiac Imaging,NY,24014,3214.414648,816.2896119
0377 - Level II Cardiac Imaging,OH,35741,3858.039935,716.1935195
0377 - Level II Cardiac Imaging,OK,16078,3810.405873,699.6779805
0377 - Level II Cardiac Imaging,OR,4551,3350.383856,783.0985586
0377 - Level II Cardiac Imaging,PA,33859,4349.897263,733.0177397
0377 - Level II Cardiac Imaging,RI,945,4441.019175,817.8018519
0377 - Level II Cardiac Imaging,SC,12649,4457.329749,706.4158337
0377 - Level II Cardiac Imaging,SD,2994,3202.048327,787.8533601
0377 - Level II Cardiac Imaging,TN,30059,4370.07965,686.1213926
0377 - Level II Cardiac Imaging,TX,37039,5167.620997,710.5003429
0377 - Level II Cardiac Imaging,UT,4369,3305.880101,707.0742206
0377 - Level II Cardiac Imaging,VA,16853,4304.628492,711.3094998
0377 - Level II Cardiac Imaging,VT,1736,3645.918093,796.8666071
0377 - Level II Cardiac Imaging,WA,9345,4662.289415,797.830244
0377 - Level II Cardiac Imaging,WI,14832,3877.656675,751.4982652
0377 - Level II Cardiac Imaging,WV,6834,2791.750234,668.3246971
0377 - Level II Cardiac Imaging,WY,812,4170.376219,780.8328448
0604 - Level 1 Hospital Clinic Visits,AK,4661,157.3697704,60.54456769
0604 - Level 1 Hospital Clinic Visits,AL,18431,118.1297906,48.04008573
0604 - Level 1 Hospital Clinic Visits,AR,52890,120.8620144,46.80950009
0604 - Level 1 Hospital Clinic Visits,AZ,47659,141.8838391,52.72438553
0604 - Level 1 Hospital Clinic Visits,CA,333712,127.373493,61.93517347
0604 - Level 1 Hospital Clinic Visits,CO,71607,117.7697904,52.81668329
0604 - Level 1 Hospital Clinic Visits,CT,56884,140.0618761,60.32315308
0604 - Level 1 Hospital Clinic Visits,DC,2919,106.5096677,53.75353203
0604 - Level 1 Hospital Clinic Visits,DE,748,82.50381016,52.81163102
0604 - Level 1 Hospital Clinic Visits,FL,134883,152.8251315,50.98134813
0604 - Level 1 Hospital Clinic Visits,GA,91877,124.8774275,49.632765
0604 - Level 1 Hospital Clinic Visits,HI,6931,100.1351941,56.77062473
0604 - Level 1 Hospital Clinic Visits,IA,46458,99.9307482,50.21870873
0604 - Level 1 Hospital Clinic Visits,ID,40597,87.31889943,50.49114417
0604 - Level 1 Hospital Clinic Visits,IL,293635,101.0150484,53.42004216
0604 - Level 1 Hospital Clinic Visits,IN,156362,102.2117141,49.90904075
0604 - Level 1 Hospital Clinic Visits,KS,37001,151.5820545,49.5106962
0604 - Level 1 Hospital Clinic Visits,KY,80007,109.2369806,49.38885935
0604 - Level 1 Hospital Clinic Visits,LA,68102,107.1663353,47.80729303
0604 - Level 1 Hospital Clinic Visits,MA,293952,93.27211623,58.54409063
0604 - Level 1 Hospital Clinic Visits,ME,39272,68.8429479,51.48713282
0604 - Level 1 Hospital Clinic Visits,MI,94146,102.8138084,52.8106321
0604 - Level 1 Hospital Clinic Visits,MN,61287,110.4189817,54.71081469
0604 - Level 1 Hospital Clinic Visits,MO,94067,107.2203389,48.89622556
0604 - Level 1 Hospital Clinic Visits,MS,17974,178.8791944,46.65759542
0604 - Level 1 Hospital Clinic Visits,MT,15372,68.25090619,52.70940932
0604 - Level 1 Hospital Clinic Visits,NC,135025,104.2190713,49.69750698
0604 - Level 1 Hospital Clinic Visits,ND,11706,58.09233897,52.17626175
0604 - Level 1 Hospital Clinic Visits,NE,14619,119.5817108,51.74421369
0604 - Level 1 Hospital Clinic Visits,NH,54466,87.72602045,55.96454871
0604 - Level 1 Hospital Clinic Visits,NJ,29530,176.5505029,59.48017508
0604 - Level 1 Hospital Clinic Visits,NM,75544,76.93870499,51.84054842
0604 - Level 1 Hospital Clinic Visits,NV,8027,158.382453,56.66791578
0604 - Level 1 Hospital Clinic Visits,NY,142832,137.6841501,58.00758317
0604 - Level 1 Hospital Clinic Visits,OH,475545,85.74410291,49.73195956
0604 - Level 1 Hospital Clinic Visits,OK,42323,136.4932609,48.56864211
0604 - Level 1 Hospital Clinic Visits,OR,66751,98.87988614,55.19162799
0604 - Level 1 Hospital Clinic Visits,PA,239570,84.64391092,52.15853487
0604 - Level 1 Hospital Clinic Visits,RI,7203,138.2441719,55.57000694
0604 - Level 1 Hospital Clinic Visits,SC,42619,109.6643136,49.6594547
0604 - Level 1 Hospital Clinic Visits,SD,6867,84.80817388,55.33011359
0604 - Level 1 Hospital Clinic Visits,TN,99378,104.2989339,49.40831271
0604 - Level 1 Hospital Clinic Visits,TX,151242,138.7479476,49.8906848
0604 - Level 1 Hospital Clinic Visits,UT,33651,83.52889572,50.05120442
0604 - Level 1 Hospital Clinic Visits,VA,62068,88.54484259,50.80050864
0604 - Level 1 Hospital Clinic Visits,VT,7702,73.54464944,54.53692677
0604 - Level 1 Hospital Clinic Visits,WA,192352,111.4919411,55.72087246
0604 - Level 1 Hospital Clinic Visits,WI,106073,93.88514023,52.51112423
0604 - Level 1 Hospital Clinic Visits,WV,8520,129.1200153,46.98607981
0604 - Level 1 Hospital Clinic Visits,WY,2358,143.7959288,55.10205683
0605 - Level 2 Hospital Clinic Visits,AK,8754,128.9549303,86.34652844
0605 - Level 2 Hospital Clinic Visits,AL,36251,178.9391313,68.45506827
0605 - Level 2 Hospital Clinic Visits,AR,104214,154.9897113,67.91562794
0605 - Level 2 Hospital Clinic Visits,AZ,80849,203.684125,75.22847728
0605 - Level 2 Hospital Clinic Visits,CA,445276,199.2276794,89.3017546
0605 - Level 2 Hospital Clinic Visits,CO,120254,151.063041,77.27742819
0605 - Level 2 Hospital Clinic Visits,CT,102519,175.6592801,87.96516626
0605 - Level 2 Hospital Clinic Visits,DC,58172,146.1205575,77.40771883
0605 - Level 2 Hospital Clinic Visits,DE,3781,134.1600106,77.2733589
0605 - Level 2 Hospital Clinic Visits,FL,273254,178.2309014,73.16114853
0605 - Level 2 Hospital Clinic Visits,GA,183292,161.2656955,71.69014791
